# Sweep MEMS Solo MODULO a VDC=3.0V - 20260908_130623
frequency_Hz,Vin_Vpp_V,Vout_Vpp_V,Gain_linear,Gain_dB
417208.000,9.300000e-02,1.049000e+00,1.127957e+01,21.046
417210.667,9.280000e-02,1.049000e+00,1.130388e+01,21.065
417213.333,9.250000e-02,1.052000e+00,1.137297e+01,21.117
417216.000,9.290000e-02,1.043000e+00,1.122713e+01,21.005
417218.667,9.280000e-02,1.054000e+00,1.135776e+01,21.106
417221.333,9.250000e-02,1.047000e+00,1.131892e+01,21.076
417224.000,9.290000e-02,1.042000e+00,1.121636e+01,20.997
417226.667,9.280000e-02,1.054000e+00,1.135776e+01,21.106
417229.333,9.270000e-02,1.051000e+00,1.133765e+01,21.090
417232.000,9.290000e-02,1.041000e+00,1.120560e+01,20.989
417234.667,9.270000e-02,1.045000e+00,1.127292e+01,21.041
417237.333,9.280000e-02,1.045000e+00,1.126078e+01,21.031
417240.000,9.290000e-02,1.049000e+00,1.129171e+01,21.055
417242.667,9.270000e-02,1.052000e+00,1.134844e+01,21.099
417245.333,9.270000e-02,1.049000e+00,1.131607e+01,21.074
417248.000,9.300000e-02,1.051000e+00,1.130108e+01,21.062
417250.667,9.270000e-02,1.052000e+00,1.134844e+01,21.099
417253.333,9.290000e-02,1.046000e+00,1.125942e+01,21.030
417256.000,9.280000e-02,1.049000e+00,1.130388e+01,21.065
417258.667,9.270000e-02,1.049000e+00,1.131607e+01,21.074
417261.333,9.290000e-02,1.041000e+00,1.120560e+01,20.989
417264.000,9.270000e-02,1.054000e+00,1.137001e+01,21.115
417266.667,9.280000e-02,1.050000e+00,1.131466e+01,21.073
417269.333,9.310000e-02,1.049000e+00,1.126745e+01,21.037
417272.000,9.290000e-02,1.044000e+00,1.123789e+01,21.014
417274.667,9.280000e-02,1.049000e+00,1.130388e+01,21.065
417277.333,9.320000e-02,1.057000e+00,1.134120e+01,21.093
417280.000,9.290000e-02,1.046000e+00,1.125942e+01,21.030
417282.667,9.290000e-02,1.051000e+00,1.131324e+01,21.072
417285.333,9.290000e-02,1.043000e+00,1.122713e+01,21.005
417288.000,9.280000e-02,1.049000e+00,1.130388e+01,21.065
417290.667,9.270000e-02,1.054000e+00,1.137001e+01,21.115
417293.333,9.330000e-02,1.052000e+00,1.127546e+01,21.043
417296.000,9.270000e-02,1.047000e+00,1.129450e+01,21.057
417298.667,9.290000e-02,1.049000e+00,1.129171e+01,21.055
417301.333,9.270000e-02,1.038000e+00,1.119741e+01,20.982
417304.000,9.290000e-02,1.046000e+00,1.125942e+01,21.030
417306.667,9.260000e-02,1.052000e+00,1.136069e+01,21.108
417309.333,9.310000e-02,1.059000e+00,1.137487e+01,21.119
417312.000,9.290000e-02,1.047000e+00,1.127018e+01,21.039
417314.667,9.290000e-02,1.051000e+00,1.131324e+01,21.072
417317.333,9.290000e-02,1.051000e+00,1.131324e+01,21.072
417320.000,9.290000e-02,1.051000e+00,1.131324e+01,21.072
417322.667,9.290000e-02,1.044000e+00,1.123789e+01,21.014
417325.333,9.310000e-02,1.049000e+00,1.126745e+01,21.037
417328.000,9.270000e-02,1.053000e+00,1.135922e+01,21.107
417330.667,9.280000e-02,1.050000e+00,1.131466e+01,21.073
417333.333,9.290000e-02,1.051000e+00,1.131324e+01,21.072
417336.000,9.310000e-02,1.053000e+00,1.131042e+01,21.070
417338.667,9.310000e-02,1.045000e+00,1.122449e+01,21.003
417341.333,9.270000e-02,1.063000e+00,1.146710e+01,21.189
417344.000,9.290000e-02,1.052000e+00,1.132400e+01,21.080
417346.667,9.310000e-02,1.050000e+00,1.127820e+01,21.045
417349.333,9.300000e-02,1.049000e+00,1.127957e+01,21.046
417352.000,9.290000e-02,1.047000e+00,1.127018e+01,21.039
417354.667,9.280000e-02,1.051000e+00,1.132543e+01,21.081
417357.333,9.310000e-02,1.047000e+00,1.124597e+01,21.020
417360.000,9.290000e-02,1.049000e+00,1.129171e+01,21.055
417362.667,9.310000e-02,1.054000e+00,1.132116e+01,21.078
417365.333,9.330000e-02,1.054000e+00,1.129689e+01,21.059
417368.000,9.290000e-02,1.049000e+00,1.129171e+01,21.055
417370.667,9.310000e-02,1.059000e+00,1.137487e+01,21.119
417373.333,9.280000e-02,1.048000e+00,1.129310e+01,21.056
417376.000,9.270000e-02,1.052000e+00,1.134844e+01,21.099
417378.667,9.290000e-02,1.049000e+00,1.129171e+01,21.055
417381.333,9.280000e-02,1.049000e+00,1.130388e+01,21.065
417384.000,9.270000e-02,1.051000e+00,1.133765e+01,21.090
417386.667,9.260000e-02,1.048000e+00,1.131749e+01,21.075
417389.333,9.270000e-02,1.050000e+00,1.132686e+01,21.082
417392.000,9.270000e-02,1.051000e+00,1.133765e+01,21.090
417394.667,9.280000e-02,1.051000e+00,1.132543e+01,21.081
417397.333,9.270000e-02,1.052000e+00,1.134844e+01,21.099
417400.000,9.250000e-02,1.048000e+00,1.132973e+01,21.084
417402.667,9.300000e-02,1.046000e+00,1.124731e+01,21.021
417405.333,9.280000e-02,1.050000e+00,1.131466e+01,21.073
417408.000,9.280000e-02,1.053000e+00,1.134698e+01,21.098
417410.667,9.270000e-02,1.044000e+00,1.126214e+01,21.032
417413.333,9.300000e-02,1.051000e+00,1.130108e+01,21.062
417416.000,9.290000e-02,1.057000e+00,1.137783e+01,21.121
417418.667,9.280000e-02,1.054000e+00,1.135776e+01,21.106
417421.333,9.260000e-02,1.049000e+00,1.132829e+01,21.083
417424.000,9.270000e-02,1.054000e+00,1.137001e+01,21.115
417426.667,9.290000e-02,1.051000e+00,1.131324e+01,21.072
417429.333,9.280000e-02,1.049000e+00,1.130388e+01,21.065
417432.000,9.290000e-02,1.050000e+00,1.130248e+01,21.063
417434.667,9.270000e-02,1.048000e+00,1.130529e+01,21.066
417437.333,9.280000e-02,1.057000e+00,1.139009e+01,21.131
417440.000,9.270000e-02,1.059000e+00,1.142395e+01,21.156
417442.667,9.290000e-02,1.049000e+00,1.129171e+01,21.055
417445.333,9.260000e-02,1.053000e+00,1.137149e+01,21.116
417448.000,9.260000e-02,1.046000e+00,1.129590e+01,21.058
417450.667,9.300000e-02,1.051000e+00,1.130108e+01,21.062
417453.333,9.290000e-02,1.049000e+00,1.129171e+01,21.055
417456.000,9.300000e-02,1.065000e+00,1.145161e+01,21.177
417458.667,9.280000e-02,1.048000e+00,1.129310e+01,21.056
417461.333,9.310000e-02,1.054000e+00,1.132116e+01,21.078
417464.000,9.290000e-02,1.051000e+00,1.131324e+01,21.072
417466.667,9.300000e-02,1.049000e+00,1.127957e+01,21.046
417469.333,9.290000e-02,1.051000e+00,1.131324e+01,21.072
417472.000,9.270000e-02,1.053000e+00,1.135922e+01,21.107
417474.667,9.290000e-02,1.052000e+00,1.132400e+01,21.080
417477.333,9.310000e-02,1.046000e+00,1.123523e+01,21.012
417480.000,9.290000e-02,1.048000e+00,1.128095e+01,21.047
417482.667,9.280000e-02,1.048000e+00,1.129310e+01,21.056
417485.333,9.310000e-02,1.057000e+00,1.135338e+01,21.103
417488.000,9.310000e-02,1.046000e+00,1.123523e+01,21.012
417490.667,9.290000e-02,1.050000e+00,1.130248e+01,21.063
417493.333,9.270000e-02,1.056000e+00,1.139159e+01,21.132
417496.000,9.310000e-02,1.054000e+00,1.132116e+01,21.078
417498.667,9.320000e-02,1.055000e+00,1.131974e+01,21.077
417501.333,9.280000e-02,1.052000e+00,1.133621e+01,21.089
417504.000,9.270000e-02,1.049000e+00,1.131607e+01,21.074
417506.667,9.260000e-02,1.050000e+00,1.133909e+01,21.092
417509.333,9.290000e-02,1.052000e+00,1.132400e+01,21.080
417512.000,9.270000e-02,1.050000e+00,1.132686e+01,21.082
417514.667,9.290000e-02,1.052000e+00,1.132400e+01,21.080
417517.333,9.290000e-02,1.058000e+00,1.138859e+01,21.129
417520.000,9.280000e-02,1.046000e+00,1.127155e+01,21.040
417522.667,9.280000e-02,1.047000e+00,1.128233e+01,21.048
417525.333,9.280000e-02,1.048000e+00,1.129310e+01,21.056
417528.000,9.270000e-02,1.047000e+00,1.129450e+01,21.057
417530.667,9.270000e-02,1.051000e+00,1.133765e+01,21.090
417533.333,9.290000e-02,1.048000e+00,1.128095e+01,21.047
417536.000,9.280000e-02,1.053000e+00,1.134698e+01,21.098
417538.667,9.280000e-02,1.053000e+00,1.134698e+01,21.098
417541.333,9.290000e-02,1.053000e+00,1.133477e+01,21.088
417544.000,9.300000e-02,1.049000e+00,1.127957e+01,21.046
417546.667,9.290000e-02,1.052000e+00,1.132400e+01,21.080
417549.333,9.270000e-02,1.049000e+00,1.131607e+01,21.074
417552.000,9.290000e-02,1.053000e+00,1.133477e+01,21.088
417554.667,9.270000e-02,1.051000e+00,1.133765e+01,21.090
417557.333,9.270000e-02,1.049000e+00,1.131607e+01,21.074
417560.000,9.300000e-02,1.053000e+00,1.132258e+01,21.079
417562.667,9.270000e-02,1.049000e+00,1.131607e+01,21.074
417565.333,9.280000e-02,1.053000e+00,1.134698e+01,21.098
417568.000,9.300000e-02,1.048000e+00,1.126882e+01,21.038
417570.667,9.270000e-02,1.053000e+00,1.135922e+01,21.107
417573.333,9.280000e-02,1.053000e+00,1.134698e+01,21.098
417576.000,9.270000e-02,1.057000e+00,1.140237e+01,21.140
417578.667,9.290000e-02,1.048000e+00,1.128095e+01,21.047
417581.333,9.290000e-02,1.052000e+00,1.132400e+01,21.080
417584.000,9.280000e-02,1.054000e+00,1.135776e+01,21.106
417586.667,9.290000e-02,1.053000e+00,1.133477e+01,21.088
417589.333,9.290000e-02,1.053000e+00,1.133477e+01,21.088
417592.000,9.280000e-02,1.048000e+00,1.129310e+01,21.056
417594.667,9.270000e-02,1.054000e+00,1.137001e+01,21.115
417597.333,9.300000e-02,1.051000e+00,1.130108e+01,21.062
417600.000,9.290000e-02,1.048000e+00,1.128095e+01,21.047
417602.667,9.290000e-02,1.056000e+00,1.136706e+01,21.113
417605.333,9.310000e-02,1.054000e+00,1.132116e+01,21.078
417608.000,9.270000e-02,1.056000e+00,1.139159e+01,21.132
417610.667,9.270000e-02,1.054000e+00,1.137001e+01,21.115
417613.333,9.270000e-02,1.056000e+00,1.139159e+01,21.132
417616.000,9.290000e-02,1.055000e+00,1.135630e+01,21.105
417618.667,9.280000e-02,1.050000e+00,1.131466e+01,21.073
417621.333,9.270000e-02,1.055000e+00,1.138080e+01,21.123
417624.000,9.270000e-02,1.052000e+00,1.134844e+01,21.099
417626.667,9.290000e-02,1.049000e+00,1.129171e+01,21.055
417629.333,9.270000e-02,1.053000e+00,1.135922e+01,21.107
417632.000,9.280000e-02,1.055000e+00,1.136853e+01,21.114
417634.667,9.270000e-02,1.057000e+00,1.140237e+01,21.140
417637.333,9.280000e-02,1.051000e+00,1.132543e+01,21.081
417640.000,9.310000e-02,1.053000e+00,1.131042e+01,21.070
417642.667,9.250000e-02,1.053000e+00,1.138378e+01,21.126
417645.333,9.320000e-02,1.048000e+00,1.124464e+01,21.019
417648.000,9.280000e-02,1.051000e+00,1.132543e+01,21.081
417650.667,9.310000e-02,1.056000e+00,1.134264e+01,21.094
417653.333,9.300000e-02,1.051000e+00,1.130108e+01,21.062
417656.000,9.290000e-02,1.047000e+00,1.127018e+01,21.039
417658.667,9.270000e-02,1.061000e+00,1.144552e+01,21.173
417661.333,9.280000e-02,1.048000e+00,1.129310e+01,21.056
417664.000,9.320000e-02,1.046000e+00,1.122318e+01,21.002
417666.667,9.290000e-02,1.047000e+00,1.127018e+01,21.039
417669.333,9.310000e-02,1.043000e+00,1.120301e+01,20.987
417672.000,9.290000e-02,1.050000e+00,1.130248e+01,21.063
417674.667,9.280000e-02,1.049000e+00,1.130388e+01,21.065
417677.333,9.300000e-02,1.046000e+00,1.124731e+01,21.021
417680.000,9.270000e-02,1.046000e+00,1.128371e+01,21.049
417682.667,9.280000e-02,1.038000e+00,1.118534e+01,20.973
417685.333,9.290000e-02,1.048000e+00,1.128095e+01,21.047
417688.000,9.270000e-02,1.044000e+00,1.126214e+01,21.032
417690.667,9.310000e-02,1.046000e+00,1.123523e+01,21.012
417693.333,9.270000e-02,1.041000e+00,1.122977e+01,21.007
417696.000,9.290000e-02,1.045000e+00,1.124865e+01,21.022
417698.667,9.280000e-02,1.046000e+00,1.127155e+01,21.040
417701.333,9.310000e-02,1.044000e+00,1.121375e+01,20.995
417704.000,9.290000e-02,1.049000e+00,1.129171e+01,21.055
417706.667,9.270000e-02,1.046000e+00,1.128371e+01,21.049
417709.333,9.290000e-02,1.045000e+00,1.124865e+01,21.022
417712.000,9.350000e-02,1.046000e+00,1.118717e+01,20.974
417714.667,9.290000e-02,1.047000e+00,1.127018e+01,21.039
417717.333,9.280000e-02,1.040000e+00,1.120690e+01,20.990
417720.000,9.290000e-02,1.041000e+00,1.120560e+01,20.989
417722.667,9.270000e-02,1.034000e+00,1.115426e+01,20.949
417725.333,9.260000e-02,1.046000e+00,1.129590e+01,21.058
417728.000,9.260000e-02,1.042000e+00,1.125270e+01,21.025
417730.667,9.310000e-02,1.039000e+00,1.116004e+01,20.953
417733.333,9.290000e-02,1.039000e+00,1.118407e+01,20.972
417736.000,9.300000e-02,1.037000e+00,1.115054e+01,20.946
417738.667,9.290000e-02,1.041000e+00,1.120560e+01,20.989
417741.333,9.290000e-02,1.042000e+00,1.121636e+01,20.997
417744.000,9.270000e-02,1.040000e+00,1.121899e+01,20.999
417746.667,9.290000e-02,1.041000e+00,1.120560e+01,20.989
417749.333,9.280000e-02,1.039000e+00,1.119612e+01,20.981
417752.000,9.290000e-02,1.043000e+00,1.122713e+01,21.005
417754.667,9.270000e-02,1.043000e+00,1.125135e+01,21.024
417757.333,9.310000e-02,1.038000e+00,1.114930e+01,20.945
417760.000,9.270000e-02,1.038000e+00,1.119741e+01,20.982
417762.667,9.330000e-02,1.041000e+00,1.115756e+01,20.951
417765.333,9.280000e-02,1.041000e+00,1.121767e+01,20.998
417768.000,9.290000e-02,1.039000e+00,1.118407e+01,20.972
417770.667,9.270000e-02,1.043000e+00,1.125135e+01,21.024
417773.333,9.290000e-02,1.039000e+00,1.118407e+01,20.972
417776.000,9.290000e-02,1.039000e+00,1.118407e+01,20.972
417778.667,9.290000e-02,1.038000e+00,1.117330e+01,20.964
417781.333,9.280000e-02,1.040000e+00,1.120690e+01,20.990
417784.000,9.270000e-02,1.045000e+00,1.127292e+01,21.041
417786.667,9.290000e-02,1.033000e+00,1.111948e+01,20.922
417789.333,9.270000e-02,1.038000e+00,1.119741e+01,20.982
417792.000,9.310000e-02,1.042000e+00,1.119227e+01,20.978
417794.667,9.290000e-02,1.041000e+00,1.120560e+01,20.989
417797.333,9.300000e-02,1.045000e+00,1.123656e+01,21.013
417800.000,9.310000e-02,1.036000e+00,1.112782e+01,20.928
417802.667,9.270000e-02,1.038000e+00,1.119741e+01,20.982
417805.333,9.280000e-02,1.042000e+00,1.122845e+01,21.006
417808.000,9.290000e-02,1.048000e+00,1.128095e+01,21.047
417810.667,9.270000e-02,1.040000e+00,1.121899e+01,20.999
417813.333,9.270000e-02,1.040000e+00,1.121899e+01,20.999
417816.000,9.300000e-02,1.034000e+00,1.111828e+01,20.921
417818.667,9.280000e-02,1.051000e+00,1.132543e+01,21.081
417821.333,9.270000e-02,1.037000e+00,1.118662e+01,20.974
417824.000,9.270000e-02,1.047000e+00,1.129450e+01,21.057
417826.667,9.290000e-02,1.041000e+00,1.120560e+01,20.989
417829.333,9.260000e-02,1.041000e+00,1.124190e+01,21.017
417832.000,9.280000e-02,1.046000e+00,1.127155e+01,21.040
417834.667,9.280000e-02,1.044000e+00,1.125000e+01,21.023
417837.333,9.290000e-02,1.039000e+00,1.118407e+01,20.972
417840.000,9.290000e-02,1.041000e+00,1.120560e+01,20.989
417842.667,9.280000e-02,1.046000e+00,1.127155e+01,21.040
417845.333,9.290000e-02,1.046000e+00,1.125942e+01,21.030
417848.000,9.290000e-02,1.043000e+00,1.122713e+01,21.005
417850.667,9.270000e-02,1.040000e+00,1.121899e+01,20.999
417853.333,9.300000e-02,1.044000e+00,1.122581e+01,21.004
417856.000,9.300000e-02,1.046000e+00,1.124731e+01,21.021
417858.667,9.250000e-02,1.041000e+00,1.125405e+01,21.026
417861.333,9.260000e-02,1.039000e+00,1.122030e+01,21.000
417864.000,9.280000e-02,1.041000e+00,1.121767e+01,20.998
417866.667,9.290000e-02,1.041000e+00,1.120560e+01,20.989
417869.333,9.300000e-02,1.044000e+00,1.122581e+01,21.004
417872.000,9.260000e-02,1.040000e+00,1.123110e+01,21.008
417874.667,9.270000e-02,1.041000e+00,1.122977e+01,21.007
417877.333,9.290000e-02,1.044000e+00,1.123789e+01,21.014
417880.000,9.280000e-02,1.041000e+00,1.121767e+01,20.998
417882.667,9.290000e-02,1.043000e+00,1.122713e+01,21.005
417885.333,9.270000e-02,1.040000e+00,1.121899e+01,20.999
417888.000,9.300000e-02,1.051000e+00,1.130108e+01,21.062
417890.667,9.280000e-02,1.043000e+00,1.123922e+01,21.015
417893.333,9.270000e-02,1.046000e+00,1.128371e+01,21.049
417896.000,9.270000e-02,1.046000e+00,1.128371e+01,21.049
417898.667,9.290000e-02,1.046000e+00,1.125942e+01,21.030
417901.333,9.270000e-02,1.042000e+00,1.124056e+01,21.016
417904.000,9.290000e-02,1.047000e+00,1.127018e+01,21.039
417906.667,9.300000e-02,1.043000e+00,1.121505e+01,20.996
417909.333,9.270000e-02,1.041000e+00,1.122977e+01,21.007
417912.000,9.270000e-02,1.045000e+00,1.127292e+01,21.041
417914.667,9.280000e-02,1.043000e+00,1.123922e+01,21.015
417917.333,9.300000e-02,1.040000e+00,1.118280e+01,20.971
417920.000,9.270000e-02,1.044000e+00,1.126214e+01,21.032
