# Sweep MEMS Solo MODULO (128 Medie) - 20260907_160506
frequency_Hz,Vin_Vpp_V,Vout_Vpp_V,Gain_linear,Gain_dB
417212.000,9.135000e-02,1.029000e+00,1.126437e+01,21.034
417214.000,9.153000e-02,1.024000e+00,1.118759e+01,20.975
417216.000,9.146000e-02,1.026000e+00,1.121802e+01,20.998
417218.000,9.146000e-02,1.026000e+00,1.121802e+01,20.998
417220.000,9.163000e-02,1.029000e+00,1.122995e+01,21.008
417222.000,9.142000e-02,1.029000e+00,1.125574e+01,21.027
417224.000,9.146000e-02,1.025000e+00,1.120709e+01,20.990
417226.000,9.139000e-02,1.028000e+00,1.124850e+01,21.022
417228.000,9.135000e-02,1.027000e+00,1.124247e+01,21.017
417230.000,9.135000e-02,1.029000e+00,1.126437e+01,21.034
417232.000,9.149000e-02,1.029000e+00,1.124713e+01,21.021
417234.000,9.132000e-02,1.029000e+00,1.126807e+01,21.037
417236.000,9.139000e-02,1.023000e+00,1.119378e+01,20.980
417238.000,9.156000e-02,1.027000e+00,1.121669e+01,20.997
417240.000,9.149000e-02,1.029000e+00,1.124713e+01,21.021
417242.000,9.146000e-02,1.029000e+00,1.125082e+01,21.024
417244.000,9.139000e-02,1.028000e+00,1.124850e+01,21.022
417246.000,9.142000e-02,1.029000e+00,1.125574e+01,21.027
417248.000,9.149000e-02,1.026000e+00,1.121434e+01,20.995
417250.000,9.153000e-02,1.030000e+00,1.125314e+01,21.025
417252.000,9.146000e-02,1.025000e+00,1.120709e+01,20.990
417254.000,9.163000e-02,1.029000e+00,1.122995e+01,21.008
417256.000,9.153000e-02,1.027000e+00,1.122036e+01,21.000
417258.000,9.139000e-02,1.029000e+00,1.125944e+01,21.030
417260.000,9.139000e-02,1.028000e+00,1.124850e+01,21.022
417262.000,9.146000e-02,1.024000e+00,1.119615e+01,20.981
417264.000,9.146000e-02,1.029000e+00,1.125082e+01,21.024
417266.000,9.146000e-02,1.028000e+00,1.123989e+01,21.015
417268.000,9.142000e-02,1.027000e+00,1.123387e+01,21.011
417270.000,9.142000e-02,1.029000e+00,1.125574e+01,21.027
417272.000,9.139000e-02,1.028000e+00,1.124850e+01,21.022
417274.000,9.149000e-02,1.027000e+00,1.122527e+01,21.004
417276.000,9.142000e-02,1.029000e+00,1.125574e+01,21.027
417278.000,9.163000e-02,1.027000e+00,1.120812e+01,20.991
417280.000,9.132000e-02,1.027000e+00,1.124617e+01,21.020
417282.000,9.135000e-02,1.028000e+00,1.125342e+01,21.026
417284.000,9.135000e-02,1.029000e+00,1.126437e+01,21.034
417286.000,9.149000e-02,1.028000e+00,1.123620e+01,21.012
417288.000,9.132000e-02,1.030000e+00,1.127902e+01,21.045
417290.000,9.135000e-02,1.032000e+00,1.129721e+01,21.059
417292.000,9.153000e-02,1.029000e+00,1.124222e+01,21.017
417294.000,9.139000e-02,1.034000e+00,1.131415e+01,21.072
417296.000,9.149000e-02,1.034000e+00,1.130178e+01,21.063
417298.000,9.135000e-02,1.030000e+00,1.127531e+01,21.043
417300.000,9.142000e-02,1.029000e+00,1.125574e+01,21.027
417302.000,9.139000e-02,1.032000e+00,1.129226e+01,21.056
417304.000,9.163000e-02,1.029000e+00,1.122995e+01,21.008
417306.000,9.149000e-02,1.029000e+00,1.124713e+01,21.021
417308.000,9.153000e-02,1.028000e+00,1.123129e+01,21.009
417310.000,9.153000e-02,1.029000e+00,1.124222e+01,21.017
417312.000,9.146000e-02,1.033000e+00,1.129455e+01,21.057
417314.000,9.149000e-02,1.029000e+00,1.124713e+01,21.021
417316.000,9.139000e-02,1.031000e+00,1.128132e+01,21.047
417318.000,9.146000e-02,1.034000e+00,1.130549e+01,21.066
417320.000,9.146000e-02,1.032000e+00,1.128362e+01,21.049
417322.000,9.142000e-02,1.034000e+00,1.131044e+01,21.070
417324.000,9.146000e-02,1.033000e+00,1.129455e+01,21.057
417326.000,9.142000e-02,1.032000e+00,1.128856e+01,21.053
417328.000,9.142000e-02,1.035000e+00,1.132137e+01,21.078
417330.000,9.142000e-02,1.035000e+00,1.132137e+01,21.078
417332.000,9.149000e-02,1.033000e+00,1.129085e+01,21.055
417334.000,9.139000e-02,1.034000e+00,1.131415e+01,21.072
417336.000,9.156000e-02,1.034000e+00,1.129314e+01,21.056
417338.000,9.156000e-02,1.030000e+00,1.124945e+01,21.023
417340.000,9.146000e-02,1.031000e+00,1.127269e+01,21.041
417342.000,9.146000e-02,1.029000e+00,1.125082e+01,21.024
417344.000,9.146000e-02,1.030000e+00,1.126175e+01,21.032
417346.000,9.160000e-02,1.030000e+00,1.124454e+01,21.019
417348.000,9.146000e-02,1.036000e+00,1.132736e+01,21.083
417350.000,9.146000e-02,1.032000e+00,1.128362e+01,21.049
417352.000,9.139000e-02,1.030000e+00,1.127038e+01,21.039
417354.000,9.132000e-02,1.029000e+00,1.126807e+01,21.037
417356.000,9.163000e-02,1.032000e+00,1.126269e+01,21.033
417358.000,9.156000e-02,1.036000e+00,1.131498e+01,21.073
417360.000,9.142000e-02,1.031000e+00,1.127762e+01,21.044
417362.000,9.139000e-02,1.034000e+00,1.131415e+01,21.072
417364.000,9.146000e-02,1.034000e+00,1.130549e+01,21.066
417366.000,9.142000e-02,1.034000e+00,1.131044e+01,21.070
417368.000,9.149000e-02,1.036000e+00,1.132364e+01,21.080
417370.000,9.160000e-02,1.034000e+00,1.128821e+01,21.053
417372.000,9.135000e-02,1.035000e+00,1.133005e+01,21.085
417374.000,9.156000e-02,1.035000e+00,1.130406e+01,21.065
417376.000,9.146000e-02,1.034000e+00,1.130549e+01,21.066
417378.000,9.142000e-02,1.032000e+00,1.128856e+01,21.053
417380.000,9.142000e-02,1.034000e+00,1.131044e+01,21.070
417382.000,9.146000e-02,1.035000e+00,1.131642e+01,21.074
417384.000,9.142000e-02,1.035000e+00,1.132137e+01,21.078
417386.000,9.142000e-02,1.037000e+00,1.134325e+01,21.095
417388.000,9.135000e-02,1.031000e+00,1.128626e+01,21.051
417390.000,9.139000e-02,1.031000e+00,1.128132e+01,21.047
417392.000,9.149000e-02,1.030000e+00,1.125806e+01,21.029
417394.000,9.142000e-02,1.036000e+00,1.133231e+01,21.086
417396.000,9.156000e-02,1.033000e+00,1.128222e+01,21.048
417398.000,9.139000e-02,1.034000e+00,1.131415e+01,21.072
417400.000,9.160000e-02,1.033000e+00,1.127729e+01,21.044
417402.000,9.149000e-02,1.036000e+00,1.132364e+01,21.080
417404.000,9.156000e-02,1.035000e+00,1.130406e+01,21.065
417406.000,9.163000e-02,1.034000e+00,1.128451e+01,21.050
417408.000,9.142000e-02,1.036000e+00,1.133231e+01,21.086
417410.000,9.149000e-02,1.036000e+00,1.132364e+01,21.080
417412.000,9.135000e-02,1.036000e+00,1.134100e+01,21.093
417414.000,9.139000e-02,1.033000e+00,1.130321e+01,21.064
417416.000,9.142000e-02,1.027000e+00,1.123387e+01,21.011
417418.000,9.153000e-02,1.032000e+00,1.127499e+01,21.042
417420.000,9.139000e-02,1.029000e+00,1.125944e+01,21.030
417422.000,9.153000e-02,1.030000e+00,1.125314e+01,21.025
417424.000,9.142000e-02,1.033000e+00,1.129950e+01,21.061
417426.000,9.156000e-02,1.029000e+00,1.123853e+01,21.014
417428.000,9.132000e-02,1.025000e+00,1.122427e+01,21.003
417430.000,9.135000e-02,1.030000e+00,1.127531e+01,21.043
417432.000,9.146000e-02,1.028000e+00,1.123989e+01,21.015
417434.000,9.146000e-02,1.030000e+00,1.126175e+01,21.032
417436.000,9.146000e-02,1.029000e+00,1.125082e+01,21.024
417438.000,9.139000e-02,1.026000e+00,1.122661e+01,21.005
417440.000,9.149000e-02,1.026000e+00,1.121434e+01,20.995
417442.000,9.156000e-02,1.027000e+00,1.121669e+01,20.997
417444.000,9.149000e-02,1.027000e+00,1.122527e+01,21.004
417446.000,9.146000e-02,1.025000e+00,1.120709e+01,20.990
417448.000,9.153000e-02,1.029000e+00,1.124222e+01,21.017
417450.000,9.142000e-02,1.021000e+00,1.116823e+01,20.960
417452.000,9.146000e-02,1.023000e+00,1.118522e+01,20.973
417454.000,9.142000e-02,1.019000e+00,1.114636e+01,20.943
417456.000,9.146000e-02,1.018000e+00,1.113055e+01,20.930
417458.000,9.149000e-02,1.018000e+00,1.112690e+01,20.927
417460.000,9.142000e-02,1.018000e+00,1.113542e+01,20.934
417462.000,9.135000e-02,1.018000e+00,1.114395e+01,20.941
417464.000,9.149000e-02,1.016000e+00,1.110504e+01,20.910
417466.000,9.160000e-02,1.015000e+00,1.108079e+01,20.891
417468.000,9.135000e-02,1.016000e+00,1.112206e+01,20.924
417470.000,9.128000e-02,1.016000e+00,1.113059e+01,20.930
417472.000,9.142000e-02,1.011000e+00,1.105885e+01,20.874
417474.000,9.153000e-02,1.013000e+00,1.106741e+01,20.881
417476.000,9.149000e-02,1.014000e+00,1.108318e+01,20.893
417478.000,9.139000e-02,1.011000e+00,1.106248e+01,20.877
417480.000,9.142000e-02,1.009000e+00,1.103697e+01,20.857
417482.000,9.149000e-02,1.010000e+00,1.103946e+01,20.859
417484.000,9.135000e-02,1.007000e+00,1.102354e+01,20.846
417486.000,9.146000e-02,1.003000e+00,1.096654e+01,20.801
417488.000,9.149000e-02,1.008000e+00,1.101760e+01,20.842
417490.000,9.135000e-02,1.008000e+00,1.103448e+01,20.855
417492.000,9.132000e-02,1.004000e+00,1.099431e+01,20.823
417494.000,9.153000e-02,1.006000e+00,1.099093e+01,20.821
417496.000,9.160000e-02,1.006000e+00,1.098253e+01,20.814
417498.000,9.135000e-02,1.007000e+00,1.102354e+01,20.846
417500.000,9.139000e-02,1.001000e+00,1.095306e+01,20.791
417502.000,9.153000e-02,1.001000e+00,1.093631e+01,20.777
417504.000,9.156000e-02,9.990000e-01,1.091088e+01,20.757
417506.000,9.153000e-02,9.980000e-01,1.090353e+01,20.751
417508.000,9.139000e-02,9.970000e-01,1.090929e+01,20.756
417510.000,9.135000e-02,9.960000e-01,1.090312e+01,20.751
417512.000,9.156000e-02,9.990000e-01,1.091088e+01,20.757
417514.000,9.135000e-02,1.003000e+00,1.097975e+01,20.812
417516.000,9.142000e-02,1.002000e+00,1.096040e+01,20.797
417518.000,9.139000e-02,9.950000e-01,1.088741e+01,20.738
417520.000,9.142000e-02,1.002000e+00,1.096040e+01,20.797
417522.000,9.163000e-02,1.004000e+00,1.095711e+01,20.794
417524.000,9.149000e-02,9.990000e-01,1.091923e+01,20.764
417526.000,9.142000e-02,9.980000e-01,1.091665e+01,20.762
417528.000,9.142000e-02,9.930000e-01,1.086196e+01,20.718
417530.000,9.132000e-02,1.000000e+00,1.095050e+01,20.789
417532.000,9.135000e-02,9.990000e-01,1.093596e+01,20.777
417534.000,9.146000e-02,9.990000e-01,1.092281e+01,20.767
417536.000,9.163000e-02,1.000000e+00,1.091346e+01,20.759
417538.000,9.153000e-02,9.980000e-01,1.090353e+01,20.751
417540.000,9.163000e-02,9.960000e-01,1.086980e+01,20.724
417542.000,9.135000e-02,9.980000e-01,1.092501e+01,20.768
417544.000,9.149000e-02,1.000000e+00,1.093016e+01,20.773
417546.000,9.146000e-02,9.960000e-01,1.089001e+01,20.741
417548.000,9.146000e-02,9.970000e-01,1.090094e+01,20.749
417550.000,9.139000e-02,9.990000e-01,1.093117e+01,20.773
417552.000,9.146000e-02,9.980000e-01,1.091187e+01,20.758
417554.000,9.135000e-02,9.980000e-01,1.092501e+01,20.768
417556.000,9.142000e-02,1.000000e+00,1.093853e+01,20.779
417558.000,9.149000e-02,1.001000e+00,1.094109e+01,20.781
417560.000,9.125000e-02,9.990000e-01,1.094795e+01,20.787
417562.000,9.149000e-02,9.990000e-01,1.091923e+01,20.764
417564.000,9.142000e-02,9.980000e-01,1.091665e+01,20.762
417566.000,9.132000e-02,9.980000e-01,1.092860e+01,20.771
417568.000,9.160000e-02,9.960000e-01,1.087336e+01,20.727
417570.000,9.135000e-02,9.950000e-01,1.089217e+01,20.742
417572.000,9.142000e-02,9.990000e-01,1.092759e+01,20.770
417574.000,9.132000e-02,1.006000e+00,1.101621e+01,20.841
417576.000,9.156000e-02,1.001000e+00,1.093272e+01,20.775
417578.000,9.132000e-02,1.004000e+00,1.099431e+01,20.823
417580.000,9.142000e-02,1.002000e+00,1.096040e+01,20.797
417582.000,9.146000e-02,9.950000e-01,1.087907e+01,20.732
417584.000,9.146000e-02,9.990000e-01,1.092281e+01,20.767
417586.000,9.135000e-02,9.980000e-01,1.092501e+01,20.768
417588.000,9.146000e-02,1.001000e+00,1.094468e+01,20.784
417590.000,9.153000e-02,9.990000e-01,1.091445e+01,20.760
417592.000,9.139000e-02,9.990000e-01,1.093117e+01,20.773
417594.000,9.139000e-02,1.001000e+00,1.095306e+01,20.791
417596.000,9.153000e-02,1.002000e+00,1.094723e+01,20.786
417598.000,9.132000e-02,1.001000e+00,1.096145e+01,20.797
417600.000,9.149000e-02,1.000000e+00,1.093016e+01,20.773
417602.000,9.139000e-02,1.003000e+00,1.097494e+01,20.808
417604.000,9.146000e-02,9.990000e-01,1.092281e+01,20.767
417606.000,9.149000e-02,9.990000e-01,1.091923e+01,20.764
417608.000,9.142000e-02,1.005000e+00,1.099322e+01,20.822
417610.000,9.132000e-02,1.004000e+00,1.099431e+01,20.823
417612.000,9.142000e-02,1.000000e+00,1.093853e+01,20.779
417614.000,9.146000e-02,1.002000e+00,1.095561e+01,20.793
417616.000,9.142000e-02,1.001000e+00,1.094946e+01,20.788
417618.000,9.135000e-02,1.001000e+00,1.095785e+01,20.795
417620.000,9.139000e-02,9.990000e-01,1.093117e+01,20.773
417622.000,9.142000e-02,1.004000e+00,1.098228e+01,20.814
417624.000,9.139000e-02,1.004000e+00,1.098588e+01,20.817
417626.000,9.156000e-02,1.000000e+00,1.092180e+01,20.766
417628.000,9.146000e-02,1.001000e+00,1.094468e+01,20.784
417630.000,9.160000e-02,1.005000e+00,1.097162e+01,20.805
417632.000,9.146000e-02,1.001000e+00,1.094468e+01,20.784
417634.000,9.139000e-02,1.004000e+00,1.098588e+01,20.817
417636.000,9.149000e-02,1.002000e+00,1.095202e+01,20.790
417638.000,9.149000e-02,1.003000e+00,1.096295e+01,20.799
417640.000,9.146000e-02,1.002000e+00,1.095561e+01,20.793
417642.000,9.146000e-02,1.005000e+00,1.098841e+01,20.819
417644.000,9.160000e-02,1.005000e+00,1.097162e+01,20.805
417646.000,9.139000e-02,1.002000e+00,1.096400e+01,20.799
417648.000,9.153000e-02,1.006000e+00,1.099093e+01,20.821
417650.000,9.142000e-02,1.003000e+00,1.097134e+01,20.805
417652.000,9.156000e-02,1.003000e+00,1.095457e+01,20.792
417654.000,9.153000e-02,1.005000e+00,1.098001e+01,20.812
417656.000,9.153000e-02,1.009000e+00,1.102371e+01,20.847
417658.000,9.146000e-02,1.006000e+00,1.099934e+01,20.827
417660.000,9.142000e-02,1.005000e+00,1.099322e+01,20.822
417662.000,9.142000e-02,1.009000e+00,1.103697e+01,20.857
417664.000,9.135000e-02,1.007000e+00,1.102354e+01,20.846
417666.000,9.139000e-02,1.004000e+00,1.098588e+01,20.817
417668.000,9.132000e-02,1.005000e+00,1.100526e+01,20.832
417670.000,9.139000e-02,1.007000e+00,1.101871e+01,20.843
417672.000,9.135000e-02,1.010000e+00,1.105638e+01,20.872
417674.000,9.156000e-02,1.008000e+00,1.100917e+01,20.835
417676.000,9.149000e-02,1.007000e+00,1.100667e+01,20.833
417678.000,9.142000e-02,1.006000e+00,1.100416e+01,20.831
417680.000,9.139000e-02,1.004000e+00,1.098588e+01,20.817
417682.000,9.142000e-02,1.005000e+00,1.099322e+01,20.822
417684.000,9.146000e-02,1.005000e+00,1.098841e+01,20.819
417686.000,9.142000e-02,1.010000e+00,1.104791e+01,20.866
417688.000,9.167000e-02,1.009000e+00,1.100687e+01,20.833
417690.000,9.139000e-02,1.004000e+00,1.098588e+01,20.817
417692.000,9.174000e-02,1.009000e+00,1.099847e+01,20.827
417694.000,9.135000e-02,1.007000e+00,1.102354e+01,20.846
417696.000,9.142000e-02,1.005000e+00,1.099322e+01,20.822
417698.000,9.153000e-02,1.007000e+00,1.100186e+01,20.829
417700.000,9.149000e-02,1.004000e+00,1.097388e+01,20.807
417702.000,9.139000e-02,1.007000e+00,1.101871e+01,20.843
417704.000,9.135000e-02,1.006000e+00,1.101259e+01,20.838
417706.000,9.149000e-02,1.011000e+00,1.105039e+01,20.868
417708.000,9.139000e-02,1.007000e+00,1.101871e+01,20.843
417710.000,9.132000e-02,1.009000e+00,1.104906e+01,20.867
417712.000,9.149000e-02,1.007000e+00,1.100667e+01,20.833
417714.000,9.146000e-02,1.006000e+00,1.099934e+01,20.827
417716.000,9.139000e-02,1.003000e+00,1.097494e+01,20.808
417718.000,9.149000e-02,1.004000e+00,1.097388e+01,20.807
417720.000,9.139000e-02,1.011000e+00,1.106248e+01,20.877
417722.000,9.142000e-02,1.008000e+00,1.102603e+01,20.848
417724.000,9.135000e-02,1.009000e+00,1.104543e+01,20.864
417726.000,9.135000e-02,1.007000e+00,1.102354e+01,20.846
417728.000,9.149000e-02,1.009000e+00,1.102853e+01,20.850
417730.000,9.146000e-02,1.007000e+00,1.101028e+01,20.836
417732.000,9.146000e-02,1.005000e+00,1.098841e+01,20.819
417734.000,9.135000e-02,1.011000e+00,1.106732e+01,20.881
417736.000,9.132000e-02,1.005000e+00,1.100526e+01,20.832
417738.000,9.139000e-02,1.009000e+00,1.104060e+01,20.860
417740.000,9.142000e-02,1.012000e+00,1.106979e+01,20.883
417742.000,9.142000e-02,1.011000e+00,1.105885e+01,20.874
417744.000,9.149000e-02,1.007000e+00,1.100667e+01,20.833
417746.000,9.142000e-02,1.010000e+00,1.104791e+01,20.866
417748.000,9.156000e-02,1.006000e+00,1.098733e+01,20.818
417750.000,9.139000e-02,1.007000e+00,1.101871e+01,20.843
417752.000,9.132000e-02,1.006000e+00,1.101621e+01,20.841
417754.000,9.135000e-02,1.008000e+00,1.103448e+01,20.855
417756.000,9.156000e-02,1.012000e+00,1.105286e+01,20.869
417758.000,9.153000e-02,1.012000e+00,1.105648e+01,20.872
417760.000,9.142000e-02,1.013000e+00,1.108073e+01,20.891
417762.000,9.146000e-02,1.008000e+00,1.102121e+01,20.845
417764.000,9.135000e-02,1.009000e+00,1.104543e+01,20.864
417766.000,9.153000e-02,1.010000e+00,1.103463e+01,20.855
417768.000,9.146000e-02,1.005000e+00,1.098841e+01,20.819
417770.000,9.135000e-02,1.012000e+00,1.107827e+01,20.889
417772.000,9.149000e-02,1.014000e+00,1.108318e+01,20.893
417774.000,9.139000e-02,1.009000e+00,1.104060e+01,20.860
417776.000,9.135000e-02,1.010000e+00,1.105638e+01,20.872
417778.000,9.142000e-02,1.008000e+00,1.102603e+01,20.848
417780.000,9.139000e-02,1.011000e+00,1.106248e+01,20.877
417782.000,9.132000e-02,1.010000e+00,1.106001e+01,20.875
417784.000,9.128000e-02,1.010000e+00,1.106486e+01,20.879
417786.000,9.139000e-02,1.011000e+00,1.106248e+01,20.877
417788.000,9.146000e-02,1.010000e+00,1.104308e+01,20.862
417790.000,9.135000e-02,1.009000e+00,1.104543e+01,20.864
417792.000,9.135000e-02,1.009000e+00,1.104543e+01,20.864
417794.000,9.139000e-02,1.007000e+00,1.101871e+01,20.843
417796.000,9.135000e-02,1.015000e+00,1.111111e+01,20.915
417798.000,9.142000e-02,1.012000e+00,1.106979e+01,20.883
417800.000,9.146000e-02,1.012000e+00,1.106495e+01,20.879
417802.000,9.156000e-02,1.009000e+00,1.102010e+01,20.844
417804.000,9.149000e-02,1.013000e+00,1.107225e+01,20.885
417806.000,9.160000e-02,1.010000e+00,1.102620e+01,20.849
417808.000,9.149000e-02,1.009000e+00,1.102853e+01,20.850
417810.000,9.146000e-02,1.009000e+00,1.103215e+01,20.853
417812.000,9.146000e-02,1.009000e+00,1.103215e+01,20.853
417814.000,9.146000e-02,1.010000e+00,1.104308e+01,20.862
417816.000,9.139000e-02,1.010000e+00,1.105154e+01,20.868
417818.000,9.142000e-02,1.011000e+00,1.105885e+01,20.874
417820.000,9.146000e-02,1.008000e+00,1.102121e+01,20.845
417822.000,9.135000e-02,1.013000e+00,1.108922e+01,20.898
417824.000,9.132000e-02,1.014000e+00,1.110381e+01,20.909
417826.000,9.149000e-02,1.011000e+00,1.105039e+01,20.868
417828.000,9.139000e-02,1.012000e+00,1.107342e+01,20.886
417830.000,9.142000e-02,1.015000e+00,1.110260e+01,20.908
417832.000,9.163000e-02,1.010000e+00,1.102259e+01,20.846
417834.000,9.160000e-02,1.014000e+00,1.106987e+01,20.883
417836.000,9.153000e-02,1.010000e+00,1.103463e+01,20.855
417838.000,9.132000e-02,1.010000e+00,1.106001e+01,20.875
417840.000,9.139000e-02,1.011000e+00,1.106248e+01,20.877
417842.000,9.142000e-02,1.015000e+00,1.110260e+01,20.908
417844.000,9.146000e-02,1.010000e+00,1.104308e+01,20.862
417846.000,9.149000e-02,1.011000e+00,1.105039e+01,20.868
417848.000,9.135000e-02,1.012000e+00,1.107827e+01,20.889
417850.000,9.139000e-02,1.010000e+00,1.105154e+01,20.868
417852.000,9.146000e-02,1.012000e+00,1.106495e+01,20.879
417854.000,9.146000e-02,1.008000e+00,1.102121e+01,20.845
417856.000,9.132000e-02,1.007000e+00,1.102716e+01,20.849
417858.000,9.153000e-02,1.009000e+00,1.102371e+01,20.847
417860.000,9.142000e-02,1.009000e+00,1.103697e+01,20.857
417862.000,9.149000e-02,1.012000e+00,1.106132e+01,20.876
417864.000,9.149000e-02,1.013000e+00,1.107225e+01,20.885
417866.000,9.149000e-02,1.013000e+00,1.107225e+01,20.885
417868.000,9.132000e-02,1.009000e+00,1.104906e+01,20.867
417870.000,9.135000e-02,1.005000e+00,1.100164e+01,20.829
417872.000,9.146000e-02,1.012000e+00,1.106495e+01,20.879
417874.000,9.163000e-02,1.012000e+00,1.104442e+01,20.863
417876.000,9.135000e-02,1.017000e+00,1.113300e+01,20.932
417878.000,9.139000e-02,1.012000e+00,1.107342e+01,20.886
417880.000,9.139000e-02,1.014000e+00,1.109531e+01,20.903
417882.000,9.135000e-02,1.010000e+00,1.105638e+01,20.872
417884.000,9.156000e-02,1.013000e+00,1.106378e+01,20.878
417886.000,9.139000e-02,1.012000e+00,1.107342e+01,20.886
417888.000,9.153000e-02,1.010000e+00,1.103463e+01,20.855
417890.000,9.139000e-02,1.014000e+00,1.109531e+01,20.903
417892.000,9.142000e-02,1.016000e+00,1.111354e+01,20.917
417894.000,9.135000e-02,1.012000e+00,1.107827e+01,20.889
417896.000,9.149000e-02,1.014000e+00,1.108318e+01,20.893
417898.000,9.128000e-02,1.011000e+00,1.107581e+01,20.888
417900.000,9.139000e-02,1.011000e+00,1.106248e+01,20.877
417902.000,9.132000e-02,1.012000e+00,1.108191e+01,20.892
417904.000,9.142000e-02,1.012000e+00,1.106979e+01,20.883
417906.000,9.142000e-02,1.014000e+00,1.109166e+01,20.900
417908.000,9.135000e-02,1.012000e+00,1.107827e+01,20.889
417910.000,9.135000e-02,1.010000e+00,1.105638e+01,20.872
417912.000,9.139000e-02,1.011000e+00,1.106248e+01,20.877
417914.000,9.139000e-02,1.016000e+00,1.111719e+01,20.920
417916.000,9.142000e-02,1.013000e+00,1.108073e+01,20.891
417918.000,9.142000e-02,1.006000e+00,1.100416e+01,20.831
417920.000,9.135000e-02,1.012000e+00,1.107827e+01,20.889
