# Sweep MEMS Solo FASE (128 Medie) - 20260907_160506
frequency_Hz,Phase_deg
417626.000,70.200
417628.000,69.900
417630.000,69.900
417632.000,70.100
417634.000,70.100
417636.000,70.100
417638.000,70.700
417640.000,70.100
417642.000,69.800
417644.000,70.100
417646.000,70.300
417648.000,70.200
417650.000,70.200
417652.000,70.000
417654.000,69.900
417656.000,70.100
417658.000,70.000
417660.000,70.000
417662.000,70.200
417664.000,70.100
417666.000,70.300
417668.000,70.400
417670.000,70.300
417672.000,70.100
417674.000,70.300
417676.000,70.200
417678.000,70.100
417680.000,70.000
417682.000,70.700
417684.000,70.500
417686.000,69.500
417688.000,69.700
417690.000,70.400
417692.000,69.900
417694.000,70.600
417696.000,70.100
417698.000,70.300
417700.000,70.400
417702.000,70.100
417704.000,69.900
417706.000,69.800
417708.000,69.800
417710.000,69.500
417712.000,70.000
417714.000,70.000
417716.000,70.400
417718.000,70.300
417720.000,69.600
417722.000,70.000
417724.000,70.500
417726.000,70.200
417728.000,69.900
417730.000,70.000
417732.000,70.400
417734.000,70.400
417736.000,70.400
417738.000,70.200
417740.000,70.200
417742.000,69.400
417744.000,69.800
417746.000,69.800
417748.000,70.600
417750.000,70.400
417752.000,70.600
417754.000,70.300
417756.000,69.700
417758.000,70.000
417760.000,70.400
417762.000,70.400
417764.000,70.500
417766.000,69.900
417768.000,70.400
417770.000,70.100
417772.000,69.600
417774.000,69.800
417776.000,70.300
417778.000,70.400
417780.000,70.300
417782.000,69.700
417784.000,70.100
417786.000,70.500
417788.000,69.800
417790.000,70.400
417792.000,70.800
417794.000,70.000
417796.000,69.900
417798.000,70.000
417800.000,70.300
417802.000,70.100
417804.000,69.900
417806.000,69.900
417808.000,70.000
417810.000,70.100
417812.000,70.500
417814.000,70.100
417816.000,69.500
417818.000,70.500
417820.000,70.500
417822.000,70.300
417824.000,69.700
417826.000,70.000
417828.000,69.500
417830.000,70.100
417832.000,69.900
417834.000,70.300
417836.000,69.600
417838.000,69.800
417840.000,69.900
417842.000,70.000
417844.000,69.500
417846.000,69.500
417848.000,70.400
417850.000,69.400
417852.000,70.500
417854.000,70.600
417856.000,70.100
417858.000,70.000
417860.000,70.800
417862.000,70.600
417864.000,70.000
417866.000,69.900
417868.000,70.000
417870.000,70.300
417872.000,70.200
417874.000,69.900
417876.000,70.200
417878.000,70.400
417880.000,70.700
417882.000,70.400
417884.000,70.200
417886.000,70.400
417888.000,69.900
417890.000,70.400
417892.000,70.300
417894.000,70.400
417896.000,70.200
417898.000,69.600
417900.000,69.600
417902.000,70.100
417904.000,70.200
417906.000,69.700
417908.000,70.000
417910.000,69.900
417912.000,70.200
417914.000,70.500
417916.000,70.700
417918.000,70.500
417920.000,70.500
